,locality,Economic  Factor,Sentiment Score,Sentiment,location,Quarter Period,Year,min_price,max_price,Average Price,Risk
1565,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Apr-Jun,2030.0,14247.3665,21981.74304,18114.53333,High
1566,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Jul-Sep,2030.0,14419.92046,22247.97027,18333.92367,High
1567,Dahanukar Wadi,Lower income levels and limited economic opportunities; higher risk due to lower demand.,-0.6486,Neutral,Dahanukar Wadi,Oct-Dec,2030.0,14205.39959,21916.99382,18061.17533,High
1568,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jan-Mar,2024.0,11071.54656,18649.94777,14860.83,Moderate
1569,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Apr-Jun,2024.0,11411.95153,19223.35771,15317.74,Moderate
1570,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jul-Sep,2024.0,11432.70766,19258.32127,15345.6,Moderate
1571,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Oct-Dec,2024.0,12046.74186,20292.65787,16169.79,Moderate
1572,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jan-Mar,2025.0,12296.0538,20712.6222,16504.43,Moderate
1573,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Apr-Jun,2025.0,12451.2852,20974.10848,16712.79,Moderate
1574,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jul-Sep,2025.0,11827.40674,19923.18928,15875.3865,Moderate
1575,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Oct-Dec,2025.0,10747.81578,18104.62539,14426.301,Moderate
1576,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jan-Mar,2026.0,9841.682662,16578.25007,13210.04,Moderate
1577,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Apr-Jun,2026.0,9812.299256,16528.75391,13170.6,Moderate
1578,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jul-Sep,2026.0,9572.612916,16125.00384,12848.88,Moderate
1579,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Oct-Dec,2026.0,9566.637893,16114.93895,12840.86,Moderate
1580,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jan-Mar,2027.0,9615.600302,16197.41581,12906.58,Moderate
1581,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Apr-Jun,2027.0,9786.901683,16485.97187,13136.51,Moderate
1582,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jul-Sep,2027.0,9691.264062,16324.87092,13008.14,Moderate
1583,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Oct-Dec,2027.0,9593.979956,16160.99648,12877.56,Moderate
1584,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jan-Mar,2028.0,10290.70342,17334.6226,13812.74,Moderate
1585,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Apr-Jun,2028.0,10321.84506,17387.08049,13854.54,Moderate
1586,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jul-Sep,2028.0,10463.45758,17625.62585,14044.62,Moderate
1587,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Oct-Dec,2028.0,10469.96901,17636.59432,14053.36,Moderate
1588,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jan-Mar,2029.0,10837.05298,18254.94486,14546.08,Moderate
1589,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Apr-Jun,2029.0,10886.51455,18338.26255,14612.47,Moderate
1590,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jul-Sep,2029.0,10981.49656,18498.25912,14739.96,Moderate
1591,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Oct-Dec,2029.0,11128.71904,18746.25443,14937.57,Moderate
1592,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jan-Mar,2030.0,11071.54656,18649.94777,14860.83,Moderate
1593,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Apr-Jun,2030.0,11411.95153,19223.35771,15317.74,Moderate
1594,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Jul-Sep,2030.0,11432.70766,19258.32127,15345.6,Moderate
1595,Dahisar,Reasonable economic factors; local amenities support stability.,0.4019,Positive,Dahisar,Oct-Dec,2030.0,12046.74186,20292.65787,16169.79,Moderate
1596,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jan-Mar,2024.0,10312.86639,17224.18517,13768.61,Moderate
1597,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Apr-Jun,2024.0,10406.85252,17381.1575,13894.09,Moderate
1598,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jul-Sep,2024.0,10507.6397,17549.48868,14028.65,Moderate
1599,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Oct-Dec,2024.0,11118.90912,18570.40928,14844.75,Moderate
1600,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jan-Mar,2025.0,11484.72701,19181.3854,15333.15,Moderate
1601,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Apr-Jun,2025.0,11668.80442,19488.82499,15578.91,Moderate
1602,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jul-Sep,2025.0,11773.18873,19663.16398,15718.2725,Moderate
1603,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Oct-Dec,2025.0,10941.63649,18274.3348,14608.075,Moderate
1604,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jan-Mar,2026.0,9071.534811,15150.95702,12111.32,Moderate
1605,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Apr-Jun,2026.0,9066.119447,15141.91247,12104.09,Moderate
1606,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jul-Sep,2026.0,8989.615271,15014.1379,12001.95,Moderate
1607,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Oct-Dec,2026.0,8984.417121,15005.45614,11995.01,Moderate
1608,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jan-Mar,2027.0,9094.417154,15189.17431,12141.87,Moderate
1609,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Apr-Jun,2027.0,9122.445217,15235.98579,12179.29,Moderate
1610,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jul-Sep,2027.0,9077.796558,15161.41517,12119.68,Moderate
1611,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Oct-Dec,2027.0,9070.980541,15150.0313,12110.58,Moderate
1612,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jan-Mar,2028.0,9442.093958,15769.85182,12606.05,Moderate
1613,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Apr-Jun,2028.0,9490.959559,15851.46542,12671.29,Moderate
1614,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jul-Sep,2028.0,9610.67429,16051.40874,12831.12,Moderate
1615,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Oct-Dec,2028.0,9589.829261,16016.59411,12803.29,Moderate
1616,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jan-Mar,2029.0,9898.250299,16531.70803,13215.06,Moderate
1617,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Apr-Jun,2029.0,10037.4918,16764.26426,13400.96,Moderate
1618,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jul-Sep,2029.0,10175.04801,16994.0058,13584.61,Moderate
1619,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Oct-Dec,2029.0,10601.79811,17706.74873,14154.36,Moderate
1620,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jan-Mar,2030.0,10312.86639,17224.18517,13768.61,Moderate
1621,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Apr-Jun,2030.0,10406.85252,17381.1575,13894.09,Moderate
1622,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Jul-Sep,2030.0,10507.6397,17549.48868,14028.65,Moderate
1623,Dahisar East,Similar to Dahisar; offers a balanced market with reasonable economic activity.,0.0,Negative,Dahisar East,Oct-Dec,2030.0,11118.90912,18570.40928,14844.75,Moderate
1624,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jan-Mar,2024.0,14148.01796,21580.09711,17864.1,Moderate
1625,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Apr-Jun,2024.0,14562.3267,22212.04589,18387.23,Moderate
1626,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jul-Sep,2024.0,15050.8044,22957.12525,19004.01,Moderate
1627,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Oct-Dec,2024.0,14756.40151,22508.06991,18632.28,Moderate
1628,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jan-Mar,2025.0,14538.92895,22176.3571,18357.68667,Moderate
1629,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Apr-Jun,2025.0,14737.2567,22478.86817,18608.10667,Moderate
1630,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jul-Sep,2025.0,14158.28995,21595.76506,17877.07,Moderate
1631,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Oct-Dec,2025.0,12989.6964,19813.29896,16401.53667,Moderate
1632,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jan-Mar,2026.0,12095.43431,18449.27308,15272.39,Moderate
1633,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Apr-Jun,2026.0,12092.91581,18445.43159,15269.21,Moderate
1634,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jul-Sep,2026.0,12161.10533,18549.44167,15355.31,Moderate
1635,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Oct-Dec,2026.0,12216.65484,18634.17183,15425.45,Moderate
1636,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jan-Mar,2027.0,12366.91729,18863.36847,15615.18,Moderate
1637,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Apr-Jun,2027.0,12452.73629,18994.26896,15723.54,Moderate
1638,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jul-Sep,2027.0,12515.4057,19089.85917,15802.67,Moderate
1639,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Oct-Dec,2027.0,12544.56642,19134.33827,15839.49,Moderate
1640,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jan-Mar,2028.0,13096.69295,19976.50176,16536.63667,Moderate
1641,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Apr-Jun,2028.0,13109.94279,19996.71185,16553.36667,Moderate
1642,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jul-Sep,2028.0,13226.57247,20174.60813,16700.63,Moderate
1643,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Oct-Dec,2028.0,13007.2018,19840.00011,16423.64,Moderate
1644,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jan-Mar,2029.0,13343.95189,20353.648,16848.84,Moderate
1645,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Apr-Jun,2029.0,13453.83918,20521.26006,16987.59,Moderate
1646,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jul-Sep,2029.0,13598.16178,20741.39659,17169.82,Moderate
1647,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Oct-Dec,2029.0,13666.58889,20845.76907,17256.22,Moderate
1648,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jan-Mar,2030.0,14148.01796,21580.09711,17864.1,Moderate
1649,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Apr-Jun,2030.0,14562.3267,22212.04589,18387.23,Moderate
1650,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Jul-Sep,2030.0,15050.8044,22957.12525,19004.01,Moderate
1651,Dahisar West,Balanced demand and supply due to a variety of property ages and economic options.,-0.128,Neutral,Dahisar West,Oct-Dec,2030.0,14756.40151,22508.06991,18632.28,Moderate
1652,Dattapada,High vacancy rates and lower demand; increased investment risk due to economic factors.,-0.4019,Neutral,Dattapada,Jan-Mar,2024.0,14887.45867,23724.4117,19305.75,High
1653,Dattapada,High vacancy rates and lower demand; increased investment risk due to economic factors.,-0.4019,Neutral,Dattapada,Apr-Jun,2024.0,15475.23018,24661.07481,20067.96,High
1654,Dattapada,High vacancy rates and lower demand; increased investment risk due to economic factors.,-0.4019,Neutral,Dattapada,Jul-Sep,2024.0,15856.16621,25268.12826,20561.95,High
