,location,predicted_price,quarter,year,Locality,Risk
1991,Sanjayanagara,9478.03,Oct-Dec,2024,Sanjayanagara,Low
1992,Sanjayanagara,9196.88,Jan-Mar,2025,Sanjayanagara,Low
1993,Sanjayanagara,9632.18,Apr-Jun,2025,Sanjayanagara,Low
1994,Sanjayanagara,8820.486667,Jul-Sep,2025,Sanjayanagara,Low
1995,Sanjayanagara,7090.4,Oct-Dec,2025,Sanjayanagara,Low
1996,Sanjayanagara,7594.88,Jan-Mar,2026,Sanjayanagara,Low
1997,Sanjayanagara,7511.7,Apr-Jun,2026,Sanjayanagara,Low
1998,Sanjayanagara,7497.89,Jul-Sep,2026,Sanjayanagara,Low
1999,Sanjayanagara,7444.16,Oct-Dec,2026,Sanjayanagara,Low
2000,Sanjayanagara,7611.53,Jan-Mar,2027,Sanjayanagara,Low
2001,Sanjayanagara,7590.78,Apr-Jun,2027,Sanjayanagara,Low
2002,Sanjayanagara,7653.03,Jul-Sep,2027,Sanjayanagara,Low
2003,Sanjayanagara,7545.22,Oct-Dec,2027,Sanjayanagara,Low
2004,Sanjayanagara,7536.15,Jan-Mar,2028,Sanjayanagara,Low
2005,Sanjayanagara,7637.62,Apr-Jun,2028,Sanjayanagara,Low
2006,Sanjayanagara,7776.52,Jul-Sep,2028,Sanjayanagara,Low
2007,Sanjayanagara,7694.05,Oct-Dec,2028,Sanjayanagara,Low
2008,Sanjayanagara,7347.51,Jan-Mar,2029,Sanjayanagara,Low
2009,Sanjayanagara,7406.31,Apr-Jun,2029,Sanjayanagara,Low
2010,Sanjayanagara,7013.84,Jul-Sep,2029,Sanjayanagara,Low
2011,Sanjayanagara,7279.92,Oct-Dec,2029,Sanjayanagara,Low
2012,Sanjayanagara,8431.24,Jan-Mar,2030,Sanjayanagara,Low
2013,Sanjayanagara,8409.07,Apr-Jun,2030,Sanjayanagara,Low
2014,Sanjayanagara,8568.78,Jul-Sep,2030,Sanjayanagara,Low
2015,Sanjayanagara,9478.03,Oct-Dec,2030,Sanjayanagara,Low
2016,Double Road,11105.04,Jan-Mar,2024,Double Road,Moderate
2017,Double Road,10886.52,Apr-Jun,2024,Double Road,Moderate
2018,Double Road,11026.06333,Jul-Sep,2024,Double Road,Moderate
2019,Double Road,10920.88,Oct-Dec,2024,Double Road,Moderate
2020,Double Road,11755.70667,Jan-Mar,2025,Double Road,Moderate
2021,Double Road,11945.52667,Apr-Jun,2025,Double Road,Moderate
2022,Double Road,12085.25833,Jul-Sep,2025,Double Road,Moderate
2023,Double Road,8890.51,Oct-Dec,2025,Double Road,Moderate
2024,Double Road,9336.5,Jan-Mar,2026,Double Road,Moderate
2025,Double Road,9401.5,Apr-Jun,2026,Double Road,Moderate
2026,Double Road,9584.5,Jul-Sep,2026,Double Road,Moderate
2027,Double Road,9608.85,Oct-Dec,2026,Double Road,Moderate
2028,Double Road,9762.88,Jan-Mar,2027,Double Road,Moderate
2029,Double Road,9830.13,Apr-Jun,2027,Double Road,Moderate
2030,Double Road,9870.21,Jul-Sep,2027,Double Road,Moderate
2031,Double Road,9694.54,Oct-Dec,2027,Double Road,Moderate
2032,Double Road,9609.63,Jan-Mar,2028,Double Road,Moderate
2033,Double Road,9396.34,Apr-Jun,2028,Double Road,Moderate
2034,Double Road,9981.98,Jul-Sep,2028,Double Road,Moderate
2035,Double Road,9895.42,Oct-Dec,2028,Double Road,Moderate
2036,Double Road,10478.35,Jan-Mar,2029,Double Road,Moderate
2037,Double Road,10635.76,Apr-Jun,2029,Double Road,Moderate
2038,Double Road,10915.84,Jul-Sep,2029,Double Road,Moderate
2039,Double Road,11154.55,Oct-Dec,2029,Double Road,Moderate
2040,Double Road,11105.04,Jan-Mar,2030,Double Road,Moderate
2041,Double Road,10886.52,Apr-Jun,2030,Double Road,Moderate
2042,Double Road,11026.06333,Jul-Sep,2030,Double Road,Moderate
2043,Double Road,10920.88,Oct-Dec,2030,Double Road,Moderate
2044,Singasandra,6205.56,Jan-Mar,2024,Singasandra,Moderate
2045,Singasandra,6344.81,Apr-Jun,2024,Singasandra,Moderate
2046,Singasandra,6140.9925,Jul-Sep,2024,Singasandra,Moderate
2047,Singasandra,6455.915,Oct-Dec,2024,Singasandra,Moderate
2048,Singasandra,6525.625,Jan-Mar,2025,Singasandra,Moderate
2049,Singasandra,6712.125,Apr-Jun,2025,Singasandra,Moderate
2050,Singasandra,5369.286,Jul-Sep,2025,Singasandra,Moderate
2051,Singasandra,4720.659,Oct-Dec,2025,Singasandra,Moderate
2052,Singasandra,4505.85,Jan-Mar,2026,Singasandra,Moderate
2053,Singasandra,4335.8,Apr-Jun,2026,Singasandra,Moderate
2054,Singasandra,4413.83,Jul-Sep,2026,Singasandra,Moderate
2055,Singasandra,4504.7,Oct-Dec,2026,Singasandra,Moderate
2056,Singasandra,4619.63,Jan-Mar,2027,Singasandra,Moderate
2057,Singasandra,4402.75,Apr-Jun,2027,Singasandra,Moderate
2058,Singasandra,4361.8,Jul-Sep,2027,Singasandra,Moderate
2059,Singasandra,4440.09,Oct-Dec,2027,Singasandra,Moderate
2060,Singasandra,4806.87,Jan-Mar,2028,Singasandra,Moderate
2061,Singasandra,4781.65,Apr-Jun,2028,Singasandra,Moderate
2062,Singasandra,4738.01,Jul-Sep,2028,Singasandra,Moderate
2063,Singasandra,5300.14,Oct-Dec,2028,Singasandra,Moderate
2064,Singasandra,5325.02,Jan-Mar,2029,Singasandra,Moderate
2065,Singasandra,5650.56,Apr-Jun,2029,Singasandra,Moderate
2066,Singasandra,6346.28,Jul-Sep,2029,Singasandra,Moderate
2067,Singasandra,6880.68,Oct-Dec,2029,Singasandra,Moderate
2068,Singasandra,6205.56,Jan-Mar,2030,Singasandra,Moderate
2069,Singasandra,6344.81,Apr-Jun,2030,Singasandra,Moderate
2070,Singasandra,6140.9925,Jul-Sep,2030,Singasandra,Moderate
2071,Singasandra,6455.915,Oct-Dec,2030,Singasandra,Moderate
2072,Haralur Main Road,9207,Jan-Mar,2024,Haralur Main Road,Moderate
2073,Haralur Main Road,9867.68,Apr-Jun,2024,Haralur Main Road,Moderate
2074,Haralur Main Road,10002.67867,Jul-Sep,2024,Haralur Main Road,Moderate
2075,Haralur Main Road,10716.63,Oct-Dec,2024,Haralur Main Road,Moderate
2076,Haralur Main Road,10803.55,Jan-Mar,2025,Haralur Main Road,Moderate
2077,Haralur Main Road,10254.6,Apr-Jun,2025,Haralur Main Road,Moderate
2078,Haralur Main Road,8548.085333,Jul-Sep,2025,Haralur Main Road,Moderate
2079,Haralur Main Road,7564.99,Oct-Dec,2025,Haralur Main Road,Moderate
2080,Haralur Main Road,6696.3,Jan-Mar,2026,Haralur Main Road,Moderate
2081,Haralur Main Road,6694.67,Apr-Jun,2026,Haralur Main Road,Moderate
2082,Haralur Main Road,6652.89,Jul-Sep,2026,Haralur Main Road,Moderate
2083,Haralur Main Road,6565.13,Oct-Dec,2026,Haralur Main Road,Moderate
2084,Haralur Main Road,6671.73,Jan-Mar,2027,Haralur Main Road,Moderate
2085,Haralur Main Road,6657.48,Apr-Jun,2027,Haralur Main Road,Moderate
2086,Haralur Main Road,6669.73,Jul-Sep,2027,Haralur Main Road,Moderate
2087,Haralur Main Road,6736.79,Oct-Dec,2027,Haralur Main Road,Moderate
2088,Haralur Main Road,7089.82,Jan-Mar,2028,Haralur Main Road,Moderate
2089,Haralur Main Road,7090.43,Apr-Jun,2028,Haralur Main Road,Moderate
2090,Haralur Main Road,7157.47,Jul-Sep,2028,Haralur Main Road,Moderate
2091,Haralur Main Road,7610.08,Oct-Dec,2028,Haralur Main Road,Moderate
2092,Haralur Main Road,7997.28,Jan-Mar,2029,Haralur Main Road,Moderate
2093,Haralur Main Road,8005.2,Apr-Jun,2029,Haralur Main Road,Moderate
2094,Haralur Main Road,8051.77,Jul-Sep,2029,Haralur Main Road,Moderate
2095,Haralur Main Road,7996.58,Oct-Dec,2029,Haralur Main Road,Moderate
2096,Haralur Main Road,9207,Jan-Mar,2030,Haralur Main Road,Moderate
2097,Haralur Main Road,9867.68,Apr-Jun,2030,Haralur Main Road,Moderate
2098,Haralur Main Road,10002.67867,Jul-Sep,2030,Haralur Main Road,Moderate
2099,Haralur Main Road,10716.63,Oct-Dec,2030,Haralur Main Road,Moderate
2100,Sanjay Nagar Main Road,9201.61,Jan-Mar,2024,Sanjay Nagar Main Road,Moderate
2101,Sanjay Nagar Main Road,9034.35,Apr-Jun,2024,Sanjay Nagar Main Road,Moderate
2102,Sanjay Nagar Main Road,9241.02,Jul-Sep,2024,Sanjay Nagar Main Road,Moderate
2103,Sanjay Nagar Main Road,10256.15,Oct-Dec,2024,Sanjay Nagar Main Road,Moderate
2104,Sanjay Nagar Main Road,10179.98333,Jan-Mar,2025,Sanjay Nagar Main Road,Moderate
2105,Sanjay Nagar Main Road,10168.43,Apr-Jun,2025,Sanjay Nagar Main Road,Moderate
2106,Sanjay Nagar Main Road,9186.171333,Jul-Sep,2025,Sanjay Nagar Main Road,Moderate
2107,Sanjay Nagar Main Road,7077.689333,Oct-Dec,2025,Sanjay Nagar Main Road,Moderate
2108,Sanjay Nagar Main Road,6763.75,Jan-Mar,2026,Sanjay Nagar Main Road,Moderate
2109,Sanjay Nagar Main Road,6851.18,Apr-Jun,2026,Sanjay Nagar Main Road,Moderate
2110,Sanjay Nagar Main Road,6909.43,Jul-Sep,2026,Sanjay Nagar Main Road,Moderate
2111,Sanjay Nagar Main Road,6810.93,Oct-Dec,2026,Sanjay Nagar Main Road,Moderate
2112,Sanjay Nagar Main Road,6186.29,Jan-Mar,2027,Sanjay Nagar Main Road,Moderate
2113,Sanjay Nagar Main Road,6149.67,Apr-Jun,2027,Sanjay Nagar Main Road,Moderate
2114,Sanjay Nagar Main Road,6093.03,Jul-Sep,2027,Sanjay Nagar Main Road,Moderate
2115,Sanjay Nagar Main Road,6094.55,Oct-Dec,2027,Sanjay Nagar Main Road,Moderate
2116,Sanjay Nagar Main Road,6525.06,Jan-Mar,2028,Sanjay Nagar Main Road,Moderate
2117,Sanjay Nagar Main Road,6659.01,Apr-Jun,2028,Sanjay Nagar Main Road,Moderate
2118,Sanjay Nagar Main Road,6816.84,Jul-Sep,2028,Sanjay Nagar Main Road,Moderate
2119,Sanjay Nagar Main Road,6990.96,Oct-Dec,2028,Sanjay Nagar Main Road,Moderate
2120,Sanjay Nagar Main Road,7082.38,Jan-Mar,2029,Sanjay Nagar Main Road,Moderate
2121,Sanjay Nagar Main Road,7174.86,Apr-Jun,2029,Sanjay Nagar Main Road,Moderate
2122,Sanjay Nagar Main Road,7160.79,Jul-Sep,2029,Sanjay Nagar Main Road,Moderate
2123,Sanjay Nagar Main Road,7327.44,Oct-Dec,2029,Sanjay Nagar Main Road,Moderate
2124,Sanjay Nagar Main Road,9201.61,Jan-Mar,2030,Sanjay Nagar Main Road,Moderate
2125,Sanjay Nagar Main Road,9034.35,Apr-Jun,2030,Sanjay Nagar Main Road,Moderate
2126,Sanjay Nagar Main Road,9241.02,Jul-Sep,2030,Sanjay Nagar Main Road,Moderate
2127,Sanjay Nagar Main Road,10256.15,Oct-Dec,2030,Sanjay Nagar Main Road,Moderate
2128,Somasundarapalya Main Road,10992.97,Jan-Mar,2024,Somasundarapalya Main Road,Low
2129,Somasundarapalya Main Road,11107.77,Apr-Jun,2024,Somasundarapalya Main Road,Low
2130,Somasundarapalya Main Road,10363.28,Jul-Sep,2024,Somasundarapalya Main Road,Low
2131,Somasundarapalya Main Road,7318.39,Oct-Dec,2024,Somasundarapalya Main Road,Low
2132,Somasundarapalya Main Road,10745.47,Jan-Mar,2025,Somasundarapalya Main Road,Low
2133,Somasundarapalya Main Road,10084.79,Apr-Jun,2025,Somasundarapalya Main Road,Low
2134,Somasundarapalya Main Road,7056.1325,Jul-Sep,2025,Somasundarapalya Main Road,Low
2135,Somasundarapalya Main Road,6093.97,Oct-Dec,2025,Somasundarapalya Main Road,Low
2136,Somasundarapalya Main Road,6709.93,Jan-Mar,2026,Somasundarapalya Main Road,Low
2137,Somasundarapalya Main Road,6842.99,Apr-Jun,2026,Somasundarapalya Main Road,Low
2138,Somasundarapalya Main Road,6952.46,Jul-Sep,2026,Somasundarapalya Main Road,Low
2139,Somasundarapalya Main Road,7140.24,Oct-Dec,2026,Somasundarapalya Main Road,Low
2140,Somasundarapalya Main Road,7594.94,Jan-Mar,2027,Somasundarapalya Main Road,Low
2141,Somasundarapalya Main Road,7629.2,Apr-Jun,2027,Somasundarapalya Main Road,Low
2142,Somasundarapalya Main Road,7584.91,Jul-Sep,2027,Somasundarapalya Main Road,Low
2143,Somasundarapalya Main Road,7969.46,Oct-Dec,2027,Somasundarapalya Main Road,Low
2144,Somasundarapalya Main Road,7660.42,Jan-Mar,2028,Somasundarapalya Main Road,Low
2145,Somasundarapalya Main Road,7645.59,Apr-Jun,2028,Somasundarapalya Main Road,Low
2146,Somasundarapalya Main Road,7863.07,Jul-Sep,2028,Somasundarapalya Main Road,Low
2147,Somasundarapalya Main Road,8816.84,Oct-Dec,2028,Somasundarapalya Main Road,Low
2148,Somasundarapalya Main Road,8600.7,Jan-Mar,2029,Somasundarapalya Main Road,Low
2149,Somasundarapalya Main Road,9234.52,Apr-Jun,2029,Somasundarapalya Main Road,Low
2150,Somasundarapalya Main Road,9245.22,Jul-Sep,2029,Somasundarapalya Main Road,Low
2151,Somasundarapalya Main Road,10056.36,Oct-Dec,2029,Somasundarapalya Main Road,Low
2152,Somasundarapalya Main Road,10992.97,Jan-Mar,2030,Somasundarapalya Main Road,Low
2153,Somasundarapalya Main Road,11107.77,Apr-Jun,2030,Somasundarapalya Main Road,Low
2154,Somasundarapalya Main Road,10363.28,Jul-Sep,2030,Somasundarapalya Main Road,Low
2155,Somasundarapalya Main Road,7318.39,Oct-Dec,2030,Somasundarapalya Main Road,Low
2156,Hebbal,10164.015,Jan-Mar,2024,Hebbal,Moderate
2157,Hebbal,10470.675,Apr-Jun,2024,Hebbal,Moderate
2158,Hebbal,10641.219,Jul-Sep,2024,Hebbal,Moderate
2159,Hebbal,10966.11,Oct-Dec,2024,Hebbal,Moderate
2160,Hebbal,11673.52767,Jan-Mar,2025,Hebbal,Moderate
2161,Hebbal,11855.26267,Apr-Jun,2025,Hebbal,Moderate
2162,Hebbal,10699.96217,Jul-Sep,2025,Hebbal,Moderate
2163,Hebbal,7806.063667,Oct-Dec,2025,Hebbal,Moderate
2164,Hebbal,7918.79,Jan-Mar,2026,Hebbal,Moderate
2165,Hebbal,7898.48,Apr-Jun,2026,Hebbal,Moderate
2166,Hebbal,7775.14,Jul-Sep,2026,Hebbal,Moderate
2167,Hebbal,7951.89,Oct-Dec,2026,Hebbal,Moderate
2168,Hebbal,8097.26,Jan-Mar,2027,Hebbal,Moderate
2169,Hebbal,8217.9,Apr-Jun,2027,Hebbal,Moderate
2170,Hebbal,8219.2,Jul-Sep,2027,Hebbal,Moderate
2171,Hebbal,8283.18,Oct-Dec,2027,Hebbal,Moderate
2172,Hebbal,7907.35,Jan-Mar,2028,Hebbal,Moderate
2173,Hebbal,7916.08,Apr-Jun,2028,Hebbal,Moderate
2174,Hebbal,8068.64,Jul-Sep,2028,Hebbal,Moderate
2175,Hebbal,8676.74,Oct-Dec,2028,Hebbal,Moderate
2176,Hebbal,9215.75,Jan-Mar,2029,Hebbal,Moderate
2177,Hebbal,9519.08,Apr-Jun,2029,Hebbal,Moderate
2178,Hebbal,9761.14,Jul-Sep,2029,Hebbal,Moderate
2179,Hebbal,9879.11,Oct-Dec,2029,Hebbal,Moderate
2180,Hebbal,10164.015,Jan-Mar,2030,Hebbal,Moderate
2181,Hebbal,10470.675,Apr-Jun,2030,Hebbal,Moderate
2182,Hebbal,10641.219,Jul-Sep,2030,Hebbal,Moderate
2183,Hebbal,10966.11,Oct-Dec,2030,Hebbal,Moderate
2184,Sampige Road,10820.35,Jan-Mar,2024,Sampige Road,Moderate
2185,Sampige Road,10826.1,Apr-Jun,2024,Sampige Road,Moderate
2186,Sampige Road,10738.59,Jul-Sep,2024,Sampige Road,Moderate
2187,Sampige Road,11667.52,Oct-Dec,2024,Sampige Road,Moderate
2188,Sampige Road,11476.35,Jan-Mar,2025,Sampige Road,Moderate
2189,Sampige Road,11645.09667,Apr-Jun,2025,Sampige Road,Moderate
2190,Sampige Road,11183.63533,Jul-Sep,2025,Sampige Road,Moderate
2191,Sampige Road,8295.58,Oct-Dec,2025,Sampige Road,Moderate
2192,Sampige Road,6763.75,Jan-Mar,2026,Sampige Road,Moderate
2193,Sampige Road,6851.18,Apr-Jun,2026,Sampige Road,Moderate
2194,Sampige Road,6909.43,Jul-Sep,2026,Sampige Road,Moderate
2195,Sampige Road,6810.93,Oct-Dec,2026,Sampige Road,Moderate
2196,Sampige Road,6186.29,Jan-Mar,2027,Sampige Road,Moderate
2197,Sampige Road,6149.67,Apr-Jun,2027,Sampige Road,Moderate
2198,Sampige Road,6093.03,Jul-Sep,2027,Sampige Road,Moderate
2199,Sampige Road,6094.55,Oct-Dec,2027,Sampige Road,Moderate
2200,Sampige Road,6525.06,Jan-Mar,2028,Sampige Road,Moderate
2201,Sampige Road,6659.01,Apr-Jun,2028,Sampige Road,Moderate
2202,Sampige Road,6816.84,Jul-Sep,2028,Sampige Road,Moderate
2203,Sampige Road,6990.96,Oct-Dec,2028,Sampige Road,Moderate
2204,Sampige Road,7082.38,Jan-Mar,2029,Sampige Road,Moderate
2205,Sampige Road,7174.86,Apr-Jun,2029,Sampige Road,Moderate
2206,Sampige Road,7160.79,Jul-Sep,2029,Sampige Road,Moderate
2207,Sampige Road,7327.44,Oct-Dec,2029,Sampige Road,Moderate
2208,Sampige Road,10820.35,Jan-Mar,2030,Sampige Road,Moderate
2209,Sampige Road,10826.1,Apr-Jun,2030,Sampige Road,Moderate
2210,Sampige Road,10738.59,Jul-Sep,2030,Sampige Road,Moderate
2211,Sampige Road,11667.52,Oct-Dec,2030,Sampige Road,Moderate
2212,Hebbal Kempapura,9133.63,Jan-Mar,2024,Hebbal Kempapura,High
2213,Hebbal Kempapura,9408.47,Apr-Jun,2024,Hebbal Kempapura,High
2214,Hebbal Kempapura,9444.148,Jul-Sep,2024,Hebbal Kempapura,High
2215,Hebbal Kempapura,10134.59,Oct-Dec,2024,Hebbal Kempapura,High
2216,Hebbal Kempapura,8519.28,Jan-Mar,2025,Hebbal Kempapura,High
2217,Hebbal Kempapura,9160.99,Apr-Jun,2025,Hebbal Kempapura,High
2218,Hebbal Kempapura,8402.914,Jul-Sep,2025,Hebbal Kempapura,High
2219,Hebbal Kempapura,7633.488,Oct-Dec,2025,Hebbal Kempapura,High
2220,Hebbal Kempapura,7908.24,Jan-Mar,2026,Hebbal Kempapura,High
2221,Hebbal Kempapura,7884.82,Apr-Jun,2026,Hebbal Kempapura,High
2222,Hebbal Kempapura,7683.99,Jul-Sep,2026,Hebbal Kempapura,High
2223,Hebbal Kempapura,7831.1,Oct-Dec,2026,Hebbal Kempapura,High
2224,Hebbal Kempapura,8070.2,Jan-Mar,2027,Hebbal Kempapura,High
2225,Hebbal Kempapura,8174.63,Apr-Jun,2027,Hebbal Kempapura,High
2226,Hebbal Kempapura,8176.66,Jul-Sep,2027,Hebbal Kempapura,High
2227,Hebbal Kempapura,8219.3,Oct-Dec,2027,Hebbal Kempapura,High
2228,Hebbal Kempapura,8123.75,Jan-Mar,2028,Hebbal Kempapura,High
2229,Hebbal Kempapura,8232.11,Apr-Jun,2028,Hebbal Kempapura,High
2230,Hebbal Kempapura,8377.96,Jul-Sep,2028,Hebbal Kempapura,High
2231,Hebbal Kempapura,8696.21,Oct-Dec,2028,Hebbal Kempapura,High
2232,Hebbal Kempapura,8910.51,Jan-Mar,2029,Hebbal Kempapura,High
2233,Hebbal Kempapura,9316.51,Apr-Jun,2029,Hebbal Kempapura,High
2234,Hebbal Kempapura,9509.8,Jul-Sep,2029,Hebbal Kempapura,High
2235,Hebbal Kempapura,9560.73,Oct-Dec,2029,Hebbal Kempapura,High
2236,Hebbal Kempapura,9133.63,Jan-Mar,2030,Hebbal Kempapura,High
2237,Hebbal Kempapura,9408.47,Apr-Jun,2030,Hebbal Kempapura,High
2238,Hebbal Kempapura,9444.148,Jul-Sep,2030,Hebbal Kempapura,High
2239,Hebbal Kempapura,10134.59,Oct-Dec,2030,Hebbal Kempapura,High
2240,Saint Johns Road,15679.11,Jan-Mar,2024,Saint Johns Road,Moderate
2241,Saint Johns Road,15710.85,Apr-Jun,2024,Saint Johns Road,Moderate
2242,Saint Johns Road,14790.46,Jul-Sep,2024,Saint Johns Road,Moderate
2243,Saint Johns Road,15628.4,Oct-Dec,2024,Saint Johns Road,Moderate
2244,Saint Johns Road,17255.27,Jan-Mar,2025,Saint Johns Road,Moderate
2245,Saint Johns Road,17750.03,Apr-Jun,2025,Saint Johns Road,Moderate
2246,Saint Johns Road,16845.83083,Jul-Sep,2025,Saint Johns Road,Moderate
2247,Saint Johns Road,11048.1375,Oct-Dec,2025,Saint Johns Road,Moderate
2248,Saint Johns Road,6170.61,Jan-Mar,2026,Saint Johns Road,Moderate
2249,Saint Johns Road,6130.76,Apr-Jun,2026,Saint Johns Road,Moderate
2250,Saint Johns Road,6125.94,Jul-Sep,2026,Saint Johns Road,Moderate
2251,Saint Johns Road,5960.37,Oct-Dec,2026,Saint Johns Road,Moderate
2252,Saint Johns Road,6098.24,Jan-Mar,2027,Saint Johns Road,Moderate
2253,Saint Johns Road,5987.52,Apr-Jun,2027,Saint Johns Road,Moderate
2254,Saint Johns Road,6032.48,Jul-Sep,2027,Saint Johns Road,Moderate
2255,Saint Johns Road,5954.93,Oct-Dec,2027,Saint Johns Road,Moderate
2256,Saint Johns Road,6489.51,Jan-Mar,2028,Saint Johns Road,Moderate
2257,Saint Johns Road,6545.62,Apr-Jun,2028,Saint Johns Road,Moderate
2258,Saint Johns Road,6352.06,Jul-Sep,2028,Saint Johns Road,Moderate
2259,Saint Johns Road,6827.19,Oct-Dec,2028,Saint Johns Road,Moderate
2260,Saint Johns Road,6640.43,Jan-Mar,2029,Saint Johns Road,Moderate
2261,Saint Johns Road,6704.38,Apr-Jun,2029,Saint Johns Road,Moderate
2262,Saint Johns Road,6451.9,Jul-Sep,2029,Saint Johns Road,Moderate
2263,Saint Johns Road,6609.09,Oct-Dec,2029,Saint Johns Road,Moderate
2264,Saint Johns Road,15679.11,Jan-Mar,2030,Saint Johns Road,Moderate
2265,Saint Johns Road,15710.85,Apr-Jun,2030,Saint Johns Road,Moderate
2266,Saint Johns Road,14790.46,Jul-Sep,2030,Saint Johns Road,Moderate
2267,Saint Johns Road,15628.4,Oct-Dec,2030,Saint Johns Road,Moderate
2268,Hennur Bande,7054.31,Jan-Mar,2024,Hennur Bande,Moderate
2269,Hennur Bande,6954.58,Apr-Jun,2024,Hennur Bande,Moderate
2270,Hennur Bande,7492.956667,Jul-Sep,2024,Hennur Bande,Moderate
2271,Hennur Bande,8031.866667,Oct-Dec,2024,Hennur Bande,Moderate
2272,Hennur Bande,7733.417976,Jan-Mar,2025,Hennur Bande,Moderate
2273,Hennur Bande,8201.76131,Apr-Jun,2025,Hennur Bande,Moderate
2274,Hennur Bande,6148.62531,Jul-Sep,2025,Hennur Bande,Moderate
2275,Hennur Bande,5578.242476,Oct-Dec,2025,Hennur Bande,Moderate
2276,Hennur Bande,3285.97,Jan-Mar,2026,Hennur Bande,Moderate
2277,Hennur Bande,3420.71,Apr-Jun,2026,Hennur Bande,Moderate
2278,Hennur Bande,3591.95,Jul-Sep,2026,Hennur Bande,Moderate
2279,Hennur Bande,3864.25,Oct-Dec,2026,Hennur Bande,Moderate
2280,Hennur Bande,3943.84,Jan-Mar,2027,Hennur Bande,Moderate
2281,Hennur Bande,4128.12,Apr-Jun,2027,Hennur Bande,Moderate
2282,Hennur Bande,4223.5,Jul-Sep,2027,Hennur Bande,Moderate
2283,Hennur Bande,4288.28,Oct-Dec,2027,Hennur Bande,Moderate
2284,Hennur Bande,4511.36,Jan-Mar,2028,Hennur Bande,Moderate
2285,Hennur Bande,4642.48,Apr-Jun,2028,Hennur Bande,Moderate
2286,Hennur Bande,4928.76,Jul-Sep,2028,Hennur Bande,Moderate
2287,Hennur Bande,5135.55,Oct-Dec,2028,Hennur Bande,Moderate
2288,Hennur Bande,5262.86,Jan-Mar,2029,Hennur Bande,Moderate
2289,Hennur Bande,5289.85,Apr-Jun,2029,Hennur Bande,Moderate
2290,Hennur Bande,5700.43,Jul-Sep,2029,Hennur Bande,Moderate
2291,Hennur Bande,6015.32,Oct-Dec,2029,Hennur Bande,Moderate
2292,Hennur Bande,7054.31,Jan-Mar,2030,Hennur Bande,Moderate
2293,Hennur Bande,6954.58,Apr-Jun,2030,Hennur Bande,Moderate
2294,Hennur Bande,7492.956667,Jul-Sep,2030,Hennur Bande,Moderate
2295,Hennur Bande,8031.866667,Oct-Dec,2030,Hennur Bande,Moderate
2296,Hennur Gardens,7253.46,Jan-Mar,2024,Hennur Gardens,Moderate
2297,Hennur Gardens,7181.55,Apr-Jun,2024,Hennur Gardens,Moderate
2298,Hennur Gardens,7660.21,Jul-Sep,2024,Hennur Gardens,Moderate
2299,Hennur Gardens,8001.06,Oct-Dec,2024,Hennur Gardens,Moderate
2300,Hennur Gardens,8127.23,Jan-Mar,2025,Hennur Gardens,Moderate
2301,Hennur Gardens,8400.59,Apr-Jun,2025,Hennur Gardens,Moderate
2302,Hennur Gardens,8145.065,Jul-Sep,2025,Hennur Gardens,Moderate
2303,Hennur Gardens,5872.713333,Oct-Dec,2025,Hennur Gardens,Moderate
2304,Hennur Gardens,5425.11,Jan-Mar,2026,Hennur Gardens,Moderate
2305,Hennur Gardens,5585.41,Apr-Jun,2026,Hennur Gardens,Moderate
2306,Hennur Gardens,5678.81,Jul-Sep,2026,Hennur Gardens,Moderate
2307,Hennur Gardens,5839.43,Oct-Dec,2026,Hennur Gardens,Moderate
2308,Hennur Gardens,5758.88,Jan-Mar,2027,Hennur Gardens,Moderate
2309,Hennur Gardens,5942.55,Apr-Jun,2027,Hennur Gardens,Moderate
2310,Hennur Gardens,5953.43,Jul-Sep,2027,Hennur Gardens,Moderate
2311,Hennur Gardens,6020.28,Oct-Dec,2027,Hennur Gardens,Moderate
2312,Hennur Gardens,6139.12,Jan-Mar,2028,Hennur Gardens,Moderate
2313,Hennur Gardens,6278.69,Apr-Jun,2028,Hennur Gardens,Moderate
2314,Hennur Gardens,6320.79,Jul-Sep,2028,Hennur Gardens,Moderate
2315,Hennur Gardens,6312.54,Oct-Dec,2028,Hennur Gardens,Moderate
2316,Hennur Gardens,6235.96,Jan-Mar,2029,Hennur Gardens,Moderate
2317,Hennur Gardens,6539.61,Apr-Jun,2029,Hennur Gardens,Moderate
2318,Hennur Gardens,7095.84,Jul-Sep,2029,Hennur Gardens,Moderate
2319,Hennur Gardens,7236.19,Oct-Dec,2029,Hennur Gardens,Moderate
2320,Hennur Gardens,7253.46,Jan-Mar,2030,Hennur Gardens,Moderate
2321,Hennur Gardens,7181.55,Apr-Jun,2030,Hennur Gardens,Moderate
2322,Hennur Gardens,7660.21,Jul-Sep,2030,Hennur Gardens,Moderate
2323,Hennur Gardens,8001.06,Oct-Dec,2030,Hennur Gardens,Moderate
2324,Doddakannelli Chikkanayakana Halli Road,8828.13,Jan-Mar,2024,Doddakannelli Chikkanayakana Halli Road,Moderate
2325,Doddakannelli Chikkanayakana Halli Road,9073.32,Apr-Jun,2024,Doddakannelli Chikkanayakana Halli Road,Moderate
2326,Doddakannelli Chikkanayakana Halli Road,9220.95,Jul-Sep,2024,Doddakannelli Chikkanayakana Halli Road,Moderate
2327,Doddakannelli Chikkanayakana Halli Road,8878.54,Oct-Dec,2024,Doddakannelli Chikkanayakana Halli Road,Moderate
